title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
John Irving and Cultural Mourning: Images of Mourning and Nostalgia in Contemporary American Literature;7074;Bouchra Belgaid;0;0;0;Teddy;4
John Irving box set: The Cider House Rules / A Widow for One Year / A Prayer for Owen Meany;7077;John Irving;04.36;118;9;Firdaus B;3
John Irving: Three Complete Novels: Setting Free The Bears, The Water-Method Man, The 158-Pound marriage;7076;John Irving;0,181944444;284;7;Firdaus B;2
The Moon Was the Best;7068;Charlotte Zolotow;03.57;53;7;Youga P;2
The Critical Response to John Irving;7070;Todd F. Davis;3;1;0;Reyhan R;1
My Movie Business: A Memoir;7071;John Irving;03.32;1116;57;Youga P;3
John Irving: A Critical Companion;7075;Josie P. Campbell;03.05;10;2;Elsa;5
A Son of the Circus;7073;John Irving;0,167361111;16609;589;Riyan;2
The Hotel New Hampshire;7072;John Irving;0,186805556;50831;1425;Teddy;2
The World According to Garp;7069;John Irving;04.07;180346;4630;Firdaus B;3
Ntcs Basic Japanese Level Teachers Man (Language - Japanese);6773;Lynn Williams;0;0;0;Firdaus B;3
Math Made Easy: Third Grade Workbook ;6776;Sean McArdle;0,175;25;1;Youga P;5
Journalism Toady Teachers Man;6772;Donald L Fergus;0;0;0;Reyhan R;2
Easy Exotic: Low-Fat Recipes from Around the World;6774;Padma Lakshmi;03.24;37;3;Youga P;3
An Thomas Troward Intimate Memoir of the Teacher and the Man;6770;Harry Gaze;5;1;0;Elsa;3
Medical-Surgical Nursing Made Incredibly Easy!;6777;Lippincott Williams & Wilkins;04.18;125;6;Riyan;4
APA: The Easy Way!: A Quick and Simplified Guide to the APA Writing Style;6775;Peggy M. Houghton;0,188194444;333;6;Teddy;2
I Remember As Though It Were Yesterday: The Stories Of Greg Charlesworth:  The Athlete, The Coach, The Teacher, The Man;6771;Greg Charlesworth;5;1;0;Firdaus B;3
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth;1563;Aristophanes;4;5;0;Firdaus B;3
Birds/Lysistrata/Women at the Thesmophoria (Loeb Classical Library 179);1564;Aristophanes;04.13;61;6;Youga P;5
Eight Eurocentric Historians;9041;J.M. Blaut;0,169444444;14;1;Reyhan R;1
Lysistrata and Other Plays;1567;Aristophanes;0,190972222;3582;106;Youga P;3
Acharnians;1568;Aristophanes;03.04;309;25;Elsa;2
Lysistrata and Other Plays: Lysistrata / The Acharnians / The Clouds;1565;Aristophanes;04.09;1176;36;Riyan;1
The Complete Plays;1562;Aristophanes;04.21;2003;55;Teddy;5
Aristophanes 1: Clouds/Wasps/Birds;1566;Aristophanes;0,176388889;117;12;Firdaus B;2
Clouds;1569;Aristophanes;0,177777778;5589;186;Firdaus B;5
Swiss Design 2002: Netzwerke / Ra(c)Seaux / Networks;711;Ruedi Baur;2;1;0;Youga P;5
The Germ Freak's Guide to Outwitting Colds and Flu: Guerilla Tactics to Keep Yourself Healthy at Home, at Work and in the World;8961;Allison Janse;0,189583333;43;9;Reyhan R;1
Vampire Mountain;8960;Darren Shan;04.16;26240;690;Youga P;3
A Living Nightmare;8962;Darren Shan;04.07;43495;2954;Elsa;4
Allies of the Night;8966;Darren Shan;04.19;20482;410;Riyan;5
Trials of Death;8967;Darren Shan;04.25;24490;629;Teddy;3
The Vampire's Assistant;8965;Darren Shan;04.12;33439;1308;Firdaus B;2
Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1);8964;D.C. Talk;04.02;18037;270;Firdaus B;1
Hunters of the Dusk;8963;Darren Shan;04.17;21214;437;Youga P;5
The Food Doctor In The City: Maximum Health for Urban Living;4366;Ian Marber;03.33;3;0;Reyhan R;5
When Night Draws Near;4363;Lisa Bingham;03.57;7;2;Youga P;5
How Much is That Guinea Pig in the Window?;4359;Joanne Rocklin;04.16;19;7;Elsa;1
Fruits And Vegetables;9670;Erica Jong;0,181944444;173;10;Riyan;5
Maximum City: The Biography of New York;4365;Michael Pye;0,171527778;12;1;Teddy;5
My War Gone By, I Miss It So;4360;Anthony Loyd;04.28;1352;122;Firdaus B;1
Night Draws Near: Iraq's People in the Shadow of America's War;4362;Anthony Shadid;04.01;622;67;Firdaus B;2
Maximum City: Bombay Lost and Found;4364;Suketu Mehta;0,188194444;8520;633;Youga P;2
Creating Contagious Commitment: Applying the Tipping Point to Organizational Change;9357;Andrea Shapiro;03.03;10;0;Reyhan R;1
Until I Find You;9355;John Irving;0,168055556;22125;1446;Youga P;4
Atlas Shrugged;9361;Ayn Rand;0,172222222;299737;14807;Elsa;2
The Portrait of a Lady;273;Henry James;0,177777778;59954;2140;Riyan;2
The Portrait of a Lady;274;Henry James;0,177777778;59954;2140;Teddy;2
The Tipping Point: How Little Things Can Make a Big Difference;9356;Malcolm Gladwell;0,188888889;509438;11002;Firdaus B;1
Portrait of a Lady;272;Henry James;0,177777778;59954;2140;Firdaus B;2
Atlas Shrugged;9362;Ayn Rand;0,172222222;299737;14807;Youga P;5
Hiroshima Mon Amour;276;Marguerite Duras;0,189583333;2926;134;Reyhan R;5
The Lover;275;Marguerite Duras;0,177083333;25350;1719;Youga P;1
Exploring the Back Roads: 28 Day Trips in the Greater Bay Area;6061;Peter   Browning;5;1;0;Elsa;5
African Rock Art: Paintings and Engravings on Stone;594;David Coulson;5;3;0;Riyan;5
SpendRight: The Revolutionary Financial Diet to Gain Wealth;4378;Lisa Ann Feeley;0;0;0;Teddy;2
IRA Wealth: Revolutionary IRA Strategies for Real Estate Investment;4377;Patrick W. Rice;03.35;17;1;Firdaus B;4
Delivering Profitable Value;4379;Michael J. Lanning;4;12;0;Firdaus B;3
Rock Art Savvy: The Responsible Visitor's Guide to Public Sites of the Southwest;592;Ronald D. Sanders;03.05;2;0;Youga P;5
The Archaeology of Rock-Art;593;Christopher Chippindale;04.27;11;0;Reyhan R;5
Fahrenheit 451;4380;Ray Bradbury;0,192361111;1193845;31348;Youga P;2
Revolutionary Wealth;4375;Alvin Toffler;0,184722222;514;52;Elsa;4
Revolutionary Wealth: How It Will Be Created and How It Will Change Our Lives;4376;Alvin Toffler;0,184722222;514;52;Riyan;4
First They Killed My Father;4374;Loung Ung;04.03;19724;1879;Teddy;2
La Chute d'Hypérion II;3967;Dan Simmons;04.04;120;3;Firdaus B;4
Ilium (Ilium, #1);3973;Dan Simmons;04.01;21514;918;Firdaus B;4
Olympos (Ilium, #2);3972;Dan Simmons;0,189583333;12845;487;Youga P;4
La Caida de Hyperion;3971;Dan Simmons;04.18;70225;2338;Reyhan R;5
The Terror;3974;Dan Simmons;04.01;24632;2654;Youga P;5
Die Hyperion-Gesänge;3966;Dan Simmons;04.04;2675;120;Elsa;5
Hypérion 1;3969;Dan Simmons;04.26;399;9;Riyan;4
Worlds Enough & Time: Five Tales of Speculative Fiction;3975;Dan Simmons;0,177083333;990;55;Teddy;2
La Chute d'Hypérion I;3970;Dan Simmons;04.37;128;5;Firdaus B;1
Endymion;3968;Dan Simmons;04.14;34216;977;Firdaus B;1
Nationalism Without Walls: The Unbearable Lightness of Being Canadian;9721;Richard Gwyn;3;10;2;Youga P;3
Cliffs Notes on Orwell's 1984;5474;Nikki Moustaki;0,188194444;34;2;Reyhan R;4
Nineteen Eighty-Four;5471;George Orwell;04.14;2096613;46558;Youga P;5
1984;5473;George Orwell;04.14;2096859;46564;Elsa;3
The Unbearable Lightness of Being;9720;Milan Kundera;04.08;251929;10878;Riyan;2
The Complete Polysyllabic Spree;4277;Nick Hornby;0,168055556;918;144;Teddy;1
1984;5475;George Orwell;04.14;2096859;46564;Firdaus B;1
The Unbearable Lightness Of Being In Aberystwyth;9722;Malcolm Pryce;0,186111111;682;47;Firdaus B;1
Animal Farm / 1984;5472;George Orwell;04.26;121394;1348;Youga P;5
The Millionaire Next Door: The Surprising Secrets of America's Wealthy;4889;Thomas J. Stanley;4;48215;2120;Reyhan R;5
Return to the Planet of the Apes #3: Man, the Hunted Animal;8898;William Arrow;03.25;4;1;Youga P;3
Planet of the Apes movie novelization;8902;Tim Burton;03.42;67;4;Elsa;4
The Virtues of Hell;8899;Pierre Boulle;04.37;19;4;Riyan;1
Resistance (Planet of the Apes, 2);8896;John Whitman;02.05;2;0;Teddy;5
Planet of the Apes: Leo's Logbook: A Captain's Days in Captivity;8904;Benjamin Athens;02.05;2;0;Firdaus B;4
Planet of the Apes: The Human War;8895;Ian Edginton;03.38;29;4;Firdaus B;1
Planet of the Apes Movie Adaptation;1313409;Scott Allie;02.43;7;1;Youga P;3
Battle for the Planet of the Apes;8901;David Gerrold;0,167361111;424;11;Reyhan R;4
Planet of the Apes;8900;Pierre Boulle;0,188194444;26653;1084;Youga P;1
Planet of the Apes Collectibles: An Unauthorized Guide with Trivia & Values;8877;Christopher Sausville;2;1;0;Elsa;3
Planet of the Apes as American Myth: Race and Politics in the Films and Television Series;8874;Eric Greene;0,193055556;47;3;Riyan;4
The Adventures of Captain Harvey: A Modern Odyssey;8872;Alan R. Davison;0;0;0;Teddy;5
The Tell-Tale Heart, Plus 3 other Tales of Mystery, Suspense;8873;Edgar Allan Poe;04.23;88;2;Firdaus B;2
*Planet of the Apes* as American Myth: Race, Politics, and Popular Culture;8876;Eric Greene;0,193055556;47;3;Firdaus B;3
Preventing Medication Errors and Improving Drug Therapy Outcomes;1764;Charles D. Hepler;03.05;2;0;Youga P;4
Planet of the Apes;8875;Pierre Boulle;0,188194444;26653;1084;Reyhan R;5
The Black Cat;8870;Edgar Allan Poe;04.07;19282;1057;Youga P;5
The Raven and Other Poems and Tales by Edgar Allan Poe;8871;Edgar Allan Poe;04.39;832;35;Elsa;3
Secrets Of Space;7851;Anna Prokos;0;0;0;Riyan;5
Megan's Two Houses: A Story of Adjustment;9675;Erica Jong;0,179166667;9;0;Teddy;2
Half-Lives;9671;Erica Jong;04.16;95;8;Firdaus B;5
Becoming Light: Poems New and Selected;9678;Erica Jong;0,19375;211;17;Firdaus B;3
Sappho's Leap;9674;Erica Jong;03.57;966;101;Youga P;1
Fanny;9676;Erica Jong;0,181944444;998;75;Reyhan R;2
The Girl in the Flammable Skirt;7850;Aimee Bender;0,186805556;6354;677;Youga P;3
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones;9677;Erica Jong;0,181944444;998;75;Elsa;3
Moby Dick, or The Whale;7849;Herman Melville;03.47;401984;11411;Riyan;2
"Moby-Dick; or, The Whale";7848;Herman Melville;03.47;401965;11409;Teddy;2
Trek David Carson, Recent Werk;691;David Carson;04.23;53;3;Firdaus B;4
"Zur Konzeption Des ""Homme Supérieur"" Bei Stendhal Und Balzac: Mit Einem Ausblick Auf Alexandre Dumas Père";7180;Ursula Schmid;0;0;0;Firdaus B;5
J.D. Salinger: The Catcher In The Rye (Barron's Studies in American Literature);7177;Richard Lettis;03.52;21;1;Youga P;2
The Count of Monte Cristo;7183;Alexandre Dumas;04.22;607643;16146;Reyhan R;4
Twenty Years After (The D'Artagnan Romances, #2);7184;Alexandre Dumas;04.01;16805;467;Youga P;1
The Vicomte de Bragelonne;7185;Alexandre Dumas;0,190972222;6264;185;Elsa;5
Dumas on Food: (Selections from Le Grand Dictionnaire de Cuisine by Alexandre Dumas Pere);7179;Alexandre Dumas;0,183333333;103;24;Riyan;4
La Dame aux Camélias;7186;Alexandre Dumas fils;0,192361111;23391;1163;Teddy;5
Lost World Mov Tie-In;8652;Michael Crichton;0,175694444;93913;2490;Firdaus B;5
The Catcher in the Rye;7178;J.D. Salinger;0,179861111;2148529;45525;Firdaus B;4
A Tale of Two Cities: The Mormons-Catholics;1963;Bill Taylor;04.25;8;3;Youga P;4
A Tale of Two Cities;1955;Charles Dickens;0,18125;684369;13301;Reyhan R;2
A Tale of Two Cities (SparkNotes Literature Guide);1958;SparkNotes;0,184027778;20;4;Youga P;1
A Tale of Two Cities;1957;Charles Dickens;0,18125;684369;13301;Elsa;3
A Tale of Two Cities;1956;Charles Dickens;0,18125;684369;13301;Riyan;3
A Tale of Two Cities;1962;Charles Dickens;0,18125;684369;13301;Teddy;5
A Tale of Two Cities;1964;Charles Dickens;0,18125;684369;13301;Firdaus B;4
A Tale of Two Cities;1959;Charles Dickens;0,18125;684369;13301;Firdaus B;3
A Tale of Two Cities;1960;Charles Dickens;0,18125;684369;13301;Youga P;1
A Tale of Two Cities;1961;Charles Dickens;0,18125;684369;13301;Reyhan R;4
Lord of the Flies Activity Pack;529;James      Scott;0;0;0;Youga P;1
Cliffs Notes on Golding's Lord of the Flies;527;Maureen Kelly;0,179861111;76;7;Elsa;5
Golding's Lord of the Flies (Cliffs Notes);523;Maureen Kelly;0,179861111;76;7;Riyan;4
Lord of the Flies (SparkNotes Literature Guides);528;SparkNotes;03.38;26;4;Teddy;1
Ruby Ann's Down Home Trailer Park Cookbook;142;Ruby Ann Boxcar;0,190972222;42;5;Firdaus B;2
Lord of the Flies;525;William Golding;0,170138889;1693658;27434;Firdaus B;5
Lord of the Flies;524;William Golding;0,170138889;1693685;27437;Youga P;2
Lord of the Flies;526;William Golding;0,170138889;1693685;27437;Reyhan R;3
Privileged Son: Otis Chandler And The Rise And Fall Of The L.a. Times Dynasty;3016;Dennis McDougal;0,192361111;59;12;Youga P;3
American Muscle: Muscle Cars from the Otis Chandler Collection;3017;Randy Leffingwell;5;3;1;Elsa;4
Basic Economics;3029;Clarence B. Carson;03.17;30;7;Riyan;2
The Bookclub-in-a-Box Discussion Guide to Disgrace, the Novel by J.M. Coetzee;6195;Marilyn Herbert;0,213194444;3;1;Teddy;2
Privileged Son: Otis Chandler and the Rise and Fall of the L.A. Times Dynasty;1903881;Dennis McDougal;0,192361111;59;12;Firdaus B;4
Critical Essays on World Literature Series - J.M. Coetzee (Critical Essays on World Literature Series);6196;Sue Kossew;4;3;0;Firdaus B;2
Disgrace;6192;J.M. Coetzee;0,182638889;63371;4679;Youga P;5
Life and Times of Michael K;6193;J.M. Coetzee;0,184027778;12398;715;Reyhan R;5
Waiting for the Barbarians;6194;J.M. Coetzee;0,190277778;18808;1331;Youga P;1
I Didn't Notice The Mountain Growing Dark: Poems Of Li Pai And Tu Fu;6022;Li Bai;04.05;4;0;Elsa;2
Tu Fu Shui Cai Hua Xuan.;6029;Ludek Bachmann;0;0;0;Riyan;1
Chinese Lyricism: Shih Poetry from the Second to the Twelfth Century;6024;Burton Watson;04.22;9;2;Teddy;1
A Summer with Tu Fu: A Sequence of Poems;6023;Hayden Carruth;4;1;0;Firdaus B;4
Taoyuan Xian Di Tu: Fu Guishan, Luzhu, Dayuan, Bade, Pingzhen, Longtan, Daxi, Yangmei Jie Dao Tu;6027;Jing Wei tu shu you xian gong si;0;0;0;Firdaus B;2
Yi Yang Lai Fu;6026;Tu Weiming;0;0;0;Youga P;1
The Selected Poems of Tu Fu;6014;Du Fu;04.26;318;30;Reyhan R;3
Banqiao Shi Jie Tu: Fu Xinzhuang, Shulin, Xindian, Zhonghe, Yonghe, Tucheng Jie Dao Tu;6028;Jing Wei tu shu you xian gong si;0;0;0;Youga P;5
Dunhuang Li Dai Fu Shi Tu An;6025;Shana Chang;0;0;0;Elsa;4
Tu Fu--A New Translation;6021;Du Fu;4;1;0;Riyan;5
Strauss: Arabella (Eno 30);1813;Richard Strauss;0;0;0;Teddy;4
Open City (Issue #12);1822;Open City Magazine;0;0;0;Firdaus B;1
The Pinchbeck Masterpiece;1821;Philip Cleife;0;0;0;Firdaus B;1
Christopher Pinchbeck And His Family;1820;R.K. Shenton;0;0;0;Youga P;5
Them: Adventures with Extremists;1823;Jon Ronson;0,190277778;11671;857;Reyhan R;1
2012: The Return of Quetzalcoatl;1814;Daniel Pinchbeck;03.41;1631;285;Youga P;1
Abstraction As Figuration, Five Abstract Painters: Primal Denouements:  Linda Gentile, Peter Pinchbeck, Richard Pugliese, Edwin Ruda, Joseph Walentini;1819;VeÌronique Marion FoÌti;0;0;0;Elsa;5
Results That Matter: Improving Communities by Engaging Citizens, Measuring Performance, and Getting Things Done;1638;Paul D. Epstein;4;11;0;Riyan;4
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism;1815;Daniel Pinchbeck;04.05;2642;168;Teddy;3
Jeff Koons/Andy Warhol: Flowers;1818;Gagosian Gallery;04.25;4;0;Firdaus B;1
War Movie Posters: The Illustrated History of Movies Through Posters;4759;Bruce Hershenson;4;1;0;Firdaus B;1
The Richest Man In Babylon;1058;George S. Clason;04.23;57584;2610;Youga P;5
The Richest Man in Babylon;1057;Robert B. Goodman;04.06;35;2;Reyhan R;5
Shibumi and the Kitemaker;1060;Mercer Mayer;04.04;67;14;Youga P;5
X Planes of the Third Reich - An Illustrated Series on Germany's Experimental Aircraft of World War II: Messerschmitt Me 209;4758;David Myhra;0;0;0;Elsa;5
German Combat Uniforms of World War Two;4756;Brian Leigh Davis;4;1;1;Riyan;4
Star Wars: The Empire Strikes Back - Illustrated Screenplay;4757;George Lucas;04.02;84;4;Teddy;5
Shibumi;1059;Trevanian;04.22;9960;669;Firdaus B;1
An Illustrated Guide to Bombers of World War II;4755;Bill Gunston;03.05;4;0;Firdaus B;2
A Brief History of the Western World (with CD-ROM and InfoTrac);3452;Thomas H. Greer;0,174305556;31;2;Youga P;5
World History in Brief: Major Patterns of Change and Continuity, Combined Volume (with Study Card) (5th Edition);3454;Peter N. Stearns;03.42;31;1;Reyhan R;2
A Brief History of the End of the World: Apocalyptic Beliefs from Revelation to UFO Cults;3457;Simon Pearson;03.05;30;10;Youga P;1
World History in Brief: Major Patterns of Change and Continuity, Volume I: To 1450 (MyHistoryLab Series);3459;Peter N. Stearns;0,16875;16;1;Elsa;2
A Brief History of the Western World, Volume I: To 1715 (with CD-ROM and InfoTrac);3453;Thomas H. Greer;03.27;11;2;Riyan;4
A Brief History of the World;3456;Tao Wang;0;0;0;Teddy;4
World History in Brief: Major Patterns of Change and Continuity, Volume II: Since 1450;3455;Peter N. Stearns;03.05;12;1;Firdaus B;5
World History in Brief, Volume II (Chapters 14-33);3458;Peter N. Stearns;03.05;12;1;Firdaus B;3
Heaven to Betsy (Betsy-Tacy, #5);7907;Maud Hart Lovelace;04.29;4899;192;Youga P;3
The World is Flat;3460;Thomas L. Friedman;0,170833333;84663;3324;Reyhan R;5
L'Aquitaine carolingienne;5555;Leonce Auzias;0;0;0;Youga P;2
l'Histoire de l'Eglise du Mans;5556;R.P. Piolin;0;0;0;Elsa;1
iWoz;5558;Steve Wozniak;0,181944444;10290;684;Riyan;5
Les invasions: le second assaut contre l'Europe chrétienne (VIIe-XIe siècles);5557;Lucien Musset;03.33;12;2;Teddy;4
Winning [Ganar];5562;Jack Welch;03.08;34093;595;Firdaus B;2
Kiffe Kiffe Demain;5554;Faïza Guène;03.33;1615;192;Firdaus B;5
Jack: Straight from the Gut;5559;Jack Welch;0,179861111;10902;306;Youga P;2
Jack: Straight from the Gut;5560;Jack Welch;0,179861111;10902;306;Reyhan R;5
Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher;5553;Richard Feynman;04.19;13570;441;Youga P;1
Hablando Claro;5561;Jack Welch;0,179861111;10902;306;Elsa;1
Oh Say Can You Say?;7783;Dr. Seuss;04.01;5942;199;Riyan;4
Firstlight: The Early Inspirational Writings of Sue Monk Kidd;6979;Sue Monk Kidd;0,185416667;973;122;Teddy;1
I Can Read With My Eyes Shut!;7785;Dr. Seuss;04.17;14759;445;Firdaus B;4
The Lorax;7784;Dr. Seuss;04.35;231397;3271;Firdaus B;4
¡Horton escucha a quién!;7786;Dr. Seuss;04.16;83718;1141;Youga P;3
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine (Plus);6980;Sue Monk Kidd;0,190277778;5416;630;Reyhan R;5
When the Heart Waits: Spiritual Direction for Life's Sacred Questions;6981;Sue Monk Kidd;04.17;1928;197;Youga P;4
The Canterbury Tales;2707;Geoffrey Chaucer;03.48;159734;2675;Elsa;4
Why Do Women Love Men and Not Their Mothers?;9788;Marie-Christine Hamon;5;2;0;Riyan;3
A Walk in the Woods.;9792;Lee Blessing;04.09;120;16;Teddy;5
Men Who Hate Women and the Women Who Love Them: When Loving Hurts and You Don't Know Why;9787;Susan Forward;04.06;1364;62;Firdaus B;2
A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail);9789;Bill Bryson;04.05;268605;14569;Firdaus B;1
A Walk In The Woods: The World's Funniest Travel Writer Takes a Hike;9790;Bill Bryson;04.05;268615;14570;Youga P;4
A Walk in the Woods;9793;Bill Bryson;04.05;268608;14569;Reyhan R;4
A Walk in the Woods;9791;Bill Bryson;04.05;268605;14569;Youga P;1
Women Who Love Too Much;9786;Robin Norwood;0,193055556;9434;306;Elsa;5
How to Be the Jerk Women Love: Social Success for Men and Women in the '90's;9785;F.J. Shark;03.44;9;2;Riyan;3
Reading Arundhati Roy's The God Of Small Things;9385;Jean-Pierre Durix;03.33;3;0;Teddy;2
Skits and Spoofs for Young Actors: One-Act, Royalty-Free Plays, Skits, and Spoofs for the Amateur Stage;9393;Val R. Cheatham;02.05;2;0;Firdaus B;5
Christmas Plays and Programs: A Collection of Royalty-Free Plays, Playlets, Choral Readings, Poems, Songs, and Games for Young People;9388;Aileen Fisher;3;3;1;Firdaus B;5
The Pickpocket and the Saint;9391;Sheldon B. Kopp;04.13;8;0;Youga P;2
Comedies and Mysteries for Young Actors: A Collection of One-Act, Royalty-Free Plays for Teen-Agers;9392;John       Murray;5;1;1;Reyhan R;4
"Easy Plays for Boys and Girls; A Collection of Short, Royalty-Free Plays for Special Days, and Every Day.";9390;Helen Louise Miller Gotwalt;3;1;0;Youga P;3
Quality Work, Guilt Free Play;1684942;Neil A. Fiore;4;2;0;Elsa;1
